title,contents,page_url,char_count,word_count
What is a Jupyter Notebook?,"A Jupyter Notebook is an interactive document containing live code and
visualisations that can be viewed and modified in a web browser. These
documents can be shared, often using GitHub, and many projects distribute
example code as Jupyter notebooks. Users interact with their notebooks using
the open-source Jupyter Notebook server application.
Jupyter has support for many languages including Python, R, Scala and Julia,
which are implemented by plugins known as ""kernels"". The JASMIN Notebook
Service currently provides one kernel - Python 3.10 with the latest
[Jaspy software environment]({{% ref ""jaspy-envs"" %}}) installed. This environment is
active by default, so there is no need for the `module` commands described in
the linked article. You can also install and use your own Python environments
as explained below.
The JASMIN Notebook Service uses
{{<link ""https://jupyter.org/hub"">}}JupyterHub{{</link>}} to manage multiple Jupyter Notebook
servers. After authenticating with a JASMIN account (with the correct access),
a user gets access to **their own notebook server**. The notebook server runs as
the authenticated user, and the user can access their home directory, Group
Workspaces and CEDA Archive data as they would from a scientific analysis
server.
",https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#what-is-a-jupyter-notebook?,1271,187
Getting access to the JASMIN Notebook Service,"In order to access the JASMIN Notebook service, first, follow the steps in
[Getting started with JASMIN]({{% ref ""get-started-with-jasmin"" %}}) to get a
JASMIN account and the `jasmin-login` service.
{{<alert type=""info"">}}
From 16/6/2021, access to the JASMIN Jupyter Notebook service
is controlled simply by having a valid `jasmin-login` grant.
[2-step verification](http://notebooks.jasmin.ac.uk/) is still required as shown
below, but it is no longer necessary to apply for and be granted the
additional `jupyter-notebooks` role, which is now deprecated.
{{</alert>}}
",https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#getting-access-to-the-jasmin-notebook-service,572,78
Using the JASMIN Notebook Service,"To use the JASMIN Notebook Service, navigate to
<https://notebooks.jasmin.ac.uk>. This will redirect you to the JASMIN
Accounts Portal, where you should sign in with your JASMIN Account. If you
have previously accessed the notebook service from the computer you are using,
this may happen automatically.
The first time you access the JASMIN Notebook Service from a new computer or
browser, you will be asked to verify your email address after signing in. To
do this, make sure the ""Email"" method is selected and click ""Send me a code"":
{{<image src=""img/docs/jasmin-notebooks-service/file-9fa76fPQdE.png"" caption=""Sign in with 2-factor authentication"">}}
This will result in an email being sent to your registered email address
containing a six-digit verification code. Enter this code and press ""Verify
code"". Each code lasts between 15 and 30 minutes.
Upon successfully signing in and verifying your email if required, you will be
redirected back to the JASMIN Notebook Service. The service will then create a
notebook server for you to use, and you will see a loading page:
{{<image src=""img/docs/jasmin-notebooks-service/file-nkDFYlwSg1.png"" caption=""Loading page"">}}
After a few seconds, or in some rare cases a minute or two, you will be taken
to the JupyterLab interface:
{{<image src=""img/docs/jasmin-notebooks-service/file-fhTnvJz3xx.png"" caption=""JupyterLab interface"">}}
The folder shown in the left-hand panel will be your home directory on JASMIN,
exactly as if you had logged in to a scientific analysis server. Any changes
made in JupyterLab will be immediately reflected on the scientific analysis
servers and LOTUS, and vice-versa. You can then launch, edit and run Python
notebooks using the JupyterLab interface. Notebooks can access files from the
CEDA Archive, and also have read-only access to group workspaces. For example,
this notebook reads a file belonging to the CCI project from the CEDA Archive
and plots the data on a map:
{{<image src=""img/docs/jasmin-notebooks-service/file-LvHEu70CM6.png"" caption=""Example notebook"">}}
A full discussion of the power of the JupyterLab interface is beyond the scope
of this documentation, but the
{{<link ""https://jupyterlab.readthedocs.io/en/stable/"">}}JupyterLab documentation{{</link>}} is excellent, and
there are many tutorials available on the internet.
",https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#using-the-jasmin-notebook-service,2326,329
Intended usage and limitations,"The JupyterLab environment provided by the JASMIN Notebooks Service is
powerful, but it has some limitations that reflect the type of usage that we
want to encourage.
The JASMIN Notebooks Service is primarily intended for interactively producing visualisations
of existing data, not for processing vast amounts of data. As such, the
resources made available to each notebook server are limited.
For larger processing tasks with Notebooks, users
should consider using the {{<link ""https://github.com/cedadev/jasmin-daskgateway"">}}JASMIN Dask Gateway service{{</link>}}, which provides an easy way for processing managed from within a Jupyter Notebook to be scaled out to multiple LOTUS jobs in parallel.
Alternatively, use the [LOTUS batch processing cluster]({{% ref ""lotus-overview"" %}})
separately, before using the notebooks service to visualise the output.
Doing this means that the bulk of the resource usage will be shared by the LOTUS cluster rather than the Notebooks service itself.
{{<alert type=""info"">}}
Although it was previously the case that Group Workspaces were only available in Notebooks read-only, this is no longer the case (as of 2023), so you should have full read-write access to any group workspace volume.
{{</alert>}}
",https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#intended-usage-and-limitations,1245,181
Common issues and questions,,https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#common-issues-and-questions,0,0
"I get ""403 forbidden"" when I try to access the JASMIN Notebook Service","This error occurs when you do not have the correct permissions to access the
JASMIN Notebook service. Please ensure you have been granted the `jasmin-login` and allow some time for the changes to propagate through the system.
","https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#i-get-""403-forbidden""-when-i-try-to-access-the-jasmin-notebook-service",226,37
Which software environment is used by the Notebook Service?,"The JASMIN Notebook Service currently uses the **default Jaspy environment**
listed on the [Jaspy page]({{% ref ""jaspy-envs"" %}}).
",https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#which-software-environment-is-used-by-the-notebook-service?,131,18
Can I install additional packages?,"The recommended way to do this is to
[create your own virtual environment]({{% ref ""creating-a-virtual-environment-in-the-notebooks-service"" %}})
in the notebooks service and install additional packages into that.
You can make that virtual environment persist as a kernel to use again next time you
use the Notebooks service.
If you believe that the package is more widely applicable, you can request an
update to Jaspy.
",https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#can-i-install-additional-packages?,421,63
Can I use a different software environment?,"Yes, the article linked above also describes how to use Conda to create your
own custom environment.
",https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#can-i-use-a-different-software-environment?,101,17
"I get ""503 service unavailable"" when I try to access the JASMIN Notebook","Service
This error occurs when your notebook server is unable to start. By far the
most common cause of this error is when you are over your quota in your home
directory. As part of starting up, Jupyter needs to create some small files in
your home directory in order to track state. When it is unable to do this
because you are over your quota, you will see the ""503 service unavailable""
error.
If you see this error, try connecting to JASMIN using SSH and checking your
home directory usage. After clearing some space in your home directory, your
notebook server should be able to start again.
","https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#i-get-""503-service-unavailable""-when-i-try-to-access-the-jasmin-notebook",596,108
I get the following message when my notebook is queued for spawning,"{{<image src=""img/docs/jasmin-notebooks-service/file-NHYStoV3nD.png"" caption=""Error message"">}}
The message above indicates that the Notebook service
is oversubscribed -busy- and there are no resources available to start your
Notebook server. Please try again later!
Please use the scientific analysis server and LOTUS for processing and Jupyter
Notebook for lighter visualisation.
",https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#i-get-the-following-message-when-my-notebook-is-queued-for-spawning,382,46
Example Notebooks,"In support of the JASMIN Notebook Service, we have developed a GitHub
repository with a collection of Notebooks that demonstrate some of the
important features of the service. The following provides a general
introduction:
<https://github.com/cedadev/ceda-notebooks/blob/master/notebooks/training/intro/notebook-tour.ipynb>
Other Notebooks can be found within the repository, under:
<https://github.com/cedadev/ceda-notebooks/tree/master/notebooks>
",https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#example-notebooks,449,45
Webinar / video tutorial,"A {{<link ""https://www.ceda.ac.uk/events/past/jasmin-notebook-service-webinar/"">}}CEDA webinar on 16th June 2020{{</link>}}
demonstrated how to use the service. A recording of the event is available:
{{< youtube nle9teGLAb0 >}}
",https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#webinar-/-video-tutorial,228,25
Further info,"Here are a set of links to learn more about Jupyter Notebooks and the JASMIN
Notebook Service:
- {{<link ""https://notebooks.jasmin.ac.uk/"">}}JASMIN Notebook Service{{</link>}}
- {{<link ""https://jupyter.org/"">}}Intro to Jupyter Lab{{</link>}}
- {{<link ""https://jupyter.org/try"">}}Try a Jupyter Lab Notebook in your browser{{</link>}} (this link does not use the JASMIN Notebook Service)
- {{<link ""https://github.com/cedadev/ceda-notebooks/tree/master/notebooks/training/intro"">}}Tour of the JASMIN Notebooks Service{{</link>}} \- set of notebooks highlighting different features
- {{<link ""https://www.ceda.ac.uk/events/past/jasmin-notebook-service-webinar/"">}}Intro to the JASMIN Notebooks Service{{</link>}} \- video of a webinar from June 2020
- {{<link ""https://github.com/cedadev/ceda-notebooks/blob/master/notebooks/training/rerunnable-virtualenv-maker.ipynb"">}}Instructions to create a Python virtual environment{{</link>}} \- example notebook
- {{<link ""https://github.com/cedadev/ceda-notebooks/blob/master/notebooks/docs/add_conda_envs.ipynb"">}}Instructions to create a Conda environment for use with the Notebook Service{{</link>}} \- example notebook
",https://help.jasmin.ac.uk/docs/interactive-computing/jasmin-notebooks-service#further-info,1165,107
Intro,"The scientific analysis (sci) servers are provided for general purpose use by all users with the `jasmin-login` access role.
The sci servers are not directly accessible outside the firewall of the STFC network (JASMIN's host organisation) so most* users will need to access them via a [login server]({{% ref ""login-servers"" %}}).
Users inside the STFC network (e.g. STFC staff on site, or remotely using the STFC VPN) should be able to access them directly.
",https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#intro,458,74
Available sci servers,"The following sci servers are available:
Server name  |  Virtual/Physical |  Processor model  |  CPU Cores  |  RAM (GB)  | /tmp max per user | /tmp size
---|---|---|---|---|---|---
`sci-vm-01` | virtual | Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz | 8 | 32 GB | 512 MB | 80 GB virtual disk
`sci-vm-02` | virtual | Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz | 8 | 32 GB | 512 MB | 80 GB virtual disk
`sci-vm-03` | virtual | Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz | 8 | 32 GB | 512 MB | 80 GB virtual disk
`sci-vm-04` | virtual | Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz | 8 | 32 GB | 512 MB | 80 GB virtual disk
`sci-vm-05` | virtual | Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz | 8 | 32 GB | 512 MB | 80 GB virtual disk
`sci-vm-06` | virtual | Intel(R) Xeon(R) Gold 6348 CPU @ 2.60GHz | 8 | 32 GB | 512 MB | 80 GB virtual disk
`sci-ph-01` | physical | AMD EPYC 74F3 | 48 | 2 TB | 20 GB | 2 x 446 GB SATA SSD
`sci-ph-02` | physical | AMD EPYC 74F3 | 48 | 2 TB | 20 GB | 2 x 446 GB SATA SSD
{.table .table-striped}
",https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#available-sci-servers,1009,218
Notes,,https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#notes,0,0
1\. Access,"Sci servers are not exposed outside the STFC network, so from external locations you need to access
them via a login server.
For users within the STFC network, there is no longer any reverse DNS restriction, so all
should be accessible directly within that network without need to go via a login node.
See [connecting to a sci server via a login server]({{% ref ""login-servers#connecting-to-a-sci-server-via-a-login-server"" %}})
for some alternative methods of connecting.
",https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#1\.-access,473,72
2\. Physical servers,"Physical servers are actually re-configured nodes within the LOTUS cluster and as such have different a network
configuration from the virtual `sci` servers, with limited outward connectivity.
Outbound internet access (via NAT) is only
for HTTP(S), so outbound SSH **will not work (to hosts outside of
JASMIN) on these machines**. If you try to `git pull/clone` from external repositories e.g. Github, the operation will timeout with error `fatal: Could not read from remote repository`. The solution in this case is to access `git pull/clone` over **HTTPS** instead (check the repo for alternative access details).
",https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#2\.-physical-servers,616,94
3. /tmp on VMs,"The local `/tmp` of the virtual sci servers is not available (N/A) for users
as this is used by the VM itself. It also provides no performance advantage as it is not local to the server.
",https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#3.-/tmp-on-vms,187,36
4. Arbiter,"A monitoring utility ""**Arbiter**"" is implemented across
all sci machines to control CPU and memory usage. This utility
records the activity on the node, automatically sets limits on the resources
available to each user. Users' processes are thus capped from
using excessive resources, and can be slowed or have memory reduced in response to repeated violations.
",https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#4.-arbiter,363,56
5. Privileges,"Users are **not permitted to execute commands which require
administrative privileges.** This applies to all hosts in the managed part of
JASMIN where users have SSH login access (for example `login`, `nx-login`,
`sci`, `xfer` and `hpxfer` machines). In other words, the **use of `su` or
`sudo` is not permitted**. Please be careful when typing commands,
particularly if you have multiple terminal windows open on your own computer,
that you do not accidentally attempt `sudo` on a JASMIN machine: expect some
follow-up from the JASMIN team if you do!
See also [software installed]({{% ref ""#software-installed"" %}}), below.
",https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#5.-privileges,625,96
Purpose,"Scientific analysis servers are designed for interactive and ad-hoc analysis
of data in group workspaces, the CEDA archive, and users' home directories.
**For long-running and resource-intensive jobs, users are required to use
the LOTUS cluster** which offers better I/O performance, parallelism, and
fair-share scheduling.
The following guidelines should be considered when using the scientific analysis
servers:
- Check available resources before your process starts and choose a sci server that is suitable (check average load in the list displayed at the login screen on the login servers, or by using the Linux monitoring commands: `top`, or `free -h` )
- Execution/processing time should be less than 1 hour
- Serial jobs only
- High memory jobs should be executed on the physical servers which have more memory (labelled P in [above table](#available-sci-servers)).
- Monitor your process on a sci server using `top` or `ps` Linux commands
- Report if there is a user's process affecting the performance of a scientific server
",https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#purpose,1034,161
Software installed,"Each sci server has the following features:
- Rocky 9 operating system with development tools.
- Software packages that make up the [JASMIN Analysis Platform]({{% ref ""software-overview"" %}}) are all installed - providing commonly-used open-source analysis tools. These packages include NCO, CDO, Python (with netCDF4, matplotlib, numpy etc.,) and R.
- Access to proprietary tools, e.g. IDL and Intel Fortran, through the `module` system.
- Editors: `emacs`, `vim`, `nedit`, `geany` and `nano` are installed.
- For a more richly-featured editor or Integrated Development Environment (IDE), consider using
a remote editor locally, for example {{<link href=""https://code.visualstudio.com/docs/remote/ssh"">}}VSCode{{</link>}} or
{{<link ""https://www.jetbrains.com/pycharm/"">}}PyCharm{{</link>}}: these can be installed and customised on your own machine
rather than needing central installation and management on JASMIN. Watch this space for
further advice about how to configure and use VSCode in this way.
- Ability to run graphical applications: use the
[NX graphical desktop service]({{% ref ""graphical-linux-desktop-access-using-nx"" %}}) for best performance.
See [[Note 4]](#5-privileges) above about privileges: you can only install software for yourself if it can be done with user-level privileges.
",https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#software-installed,1305,172
Access to storage,"Each sci server has:
- Access to the LOTUS `/work/scratch-pw*` and `/work/scratch-nopw2` volumes.
- Read access to the [CEDA Archive]({{% ref ""ceda-archive"" %}}) according to permissions on your CEDA account.
- Read/Write access to Group Workspaces according to membership.
",https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#access-to-storage,274,39
Introduction,"{{<link ""https://code.visualstudio.com/docs/remote/ssh"" >}}Visual Studio Code{{</link>}} is a richly-featured editor and Integrated Development Environment (IDE)
which has remote access and other useful features that can be used with JASMIN.
This article is in response to requests from users about how use VSCode with JASMIN and is not a product endorsement. Other IDEs with similar features are also available, for example {{<link ""https://www.jetbrains.com/pycharm/"" >}}PyCharm{{</link>}}.
The following demonstrates how to use VSCode to connect to JASMIN, and mentions some of its features for further reading.
",https://help.jasmin.ac.uk/docs/interactive-computing/access-from-vscode#introduction,615,82
Obtaining VSCode,"Follow the ""setup"" link from the page linked above
to obtain VSCode for your platform: this should be your **local** machine, **not** JASMIN.
{{<alert type=""info"">}}
**There should be no need for you to install VSCode on JASMIN, and we ask you not to.**
We don't provide it centrally, because the multitude of different extensions and configurations 
would be too difficult to manage in a multi-user environment, so it makes more sense if
you install your own local instance of it, which you can configure as you like: the remote capabilities
of VSCode make a central installation unnecessary.
{{</alert>}}
Read about the following extensions and decide which you think you need (you can always ""upgrade"" later)
- {{<link ""https://marketplace.visualstudio.com/items?itemName=ms-vscode-remote.remote-ssh"">}}Remote-SSH extension{{</link>}}
  - enables you connect & remotely edit files
- {{<link ""https://aka.ms/vscode-remote/download/extension"" >}}Remote Development extension pack{{</link>}}
  - this includes the Remote-SSH extension as well as others which enable a raft of other features.
You should read about those extensions first, at the links above, but actually install the one
you choose by using the Extensions menu within VSCode once you've installed the application.
You will also almost certainly want the following for working with Python locally and on JASMIN.
- {{<link ""https://marketplace.visualstudio.com/items?itemName=ms-python.python"">}}Python{{</link>}}  (includes Pylance and Python Debugger).
There are many, many other extensions to add, but you now have the most relevant ones to get you started.
**These extensions are best installed locally, before connecting to any remote hosts.**
",https://help.jasmin.ac.uk/docs/interactive-computing/access-from-vscode#obtaining-vscode,1713,237
How to connect?,"You will need to set up at least one SSH connection profile to a remote host on JASMIN: we'll cover **which** host(s), shortly.
VSCode has a tool to help you set this up, and creates entries in your `~/.ssh/config` file for the SSH client that you're using.
1. First consider your SSH client: VSCode will connect using the SSH client of your operating system: there isn't one built into
VSCode itself. See [presenting your ssh key]({{% ref ""present-ssh-key"" %}}) for details of the ""agent"" method: this is more convenient
as this is persistent across sessions and you won't be asked for your passphrase on each connection. If that doesn't work for you,
note the extra configuration below which can be added to specify the location of your key instead.
2. Next, consider which remote host(s) on JASMIN you want to connect to:
- `login` servers are available from any location, but don't have any software or storage mounted other than your home directory
- `sci` servers are probably where you want to work, but aren't directly accessible from outside of the STFC network.
- `xfer` servers might be a good choice if it's just editing you're likely to be doing, since they're directly accessible from anywhere
and have all filesystems mounted (except scratch). But they're not for doing processing.
So the ideal setup might be 2 profiles as follows:
1. `sci` server, accessed via a login server
1. `xfer` server, accessed directly
If we use the tool provided by VSCode to create these, we can customise them further.
The following video demonstrates these steps, and the initial setup of 2 connection profiles, on Windows. But the interface
is almost identical on Mac and Linux.
{{< video id=""PAwSWtHwhSQ"">}}
Notes:
- the sequences have been shortened slightly while installing extensions and initiating the connection.
- the demo shown assumes the SSH key is already loaded in an ssh-agent. To specify the key location instead, see below.
- the `-A` option is only needed IF you will be making onward SSH connections from the remote host ...this can be omitted if not
",https://help.jasmin.ac.uk/docs/interactive-computing/access-from-vscode#how-to-connect?,2067,349
Essential steps,"- Install the extensions
- Create a connection profile
  - start by entering the one-liner command you would use to connect to a sci server via a login server, i.e.
    ```bash
    ssh -A username@sci-vm-01.jasmin.ac.uk -J username@login-01.jasmin.ac.uk
    ```
  - this creates an entry in `~/.ssh/config` (it's recommended to choose that location)
- This entry can be customised, by editing that file
  - note that the `Host` is a ""friendly name"" which you can define, whereas `HostName` is the actual full name of the host including domain, e.g. `sci-vm-01.jasmin.ac.uk`
- Add other entries as needed
  - in this case, we added a second profile for `xfer-vm-01` which, being an `xfer` server, is directly accessible so does not need the `ProxyJump`
- Save the file `~/.ssh/config` and restart VSCode
- The new profiles are available next time you open it
- Connect to one of the remote hosts you just made
- Open a terminal on that host
- ...and now you're able to work on JASMIN
",https://help.jasmin.ac.uk/docs/interactive-computing/access-from-vscode#essential-steps,983,164
Specifying the key location,"Alternative method if you can't get the ""agent"" method to work (but means that you may be prompted for the key passphrase each time you connect):
- edit `~/.ssh/config` and add the line with `IdentityFile` as shown:
Host sci-vm-01-via-login-01
  Hostname sci-vm-01.jasmin.ac.uk
  User username
  ProxyJump username@login-01.jasmin.ac.uk
  ForwardAgent yes
  IdentityFile ~/.ssh/id_rsa_jasmin
",https://help.jasmin.ac.uk/docs/interactive-computing/access-from-vscode#specifying-the-key-location,392,49
Further tips,"- Editing large files may be slow compared to editing them in place on the remote server.
- If you're using VSCode locally **without** the remote host connection described above, you can still open a Terminal to use SSH commands to connect to remote hosts, but this will be without the integration that the full remote host connection provides (e.g. won't display your remote directories and files in the explorer bar).
- There's a lot more that you can do with VSCode locally (even without the remote connection that this article describes).
For example:
- syntax colouring and code auto-completion for a huge range of languages
- {{<link ""https://code.visualstudio.com/docs/sourcecontrol/overview"" >}}Git integration{{</link>}}, note you need `git` installed locally(see {{<link ""https://git-scm.com/downloads/win"" >}}git{{</link>}} for Windows)
- {{<link ""https://code.visualstudio.com/docs/datascience/jupyter-notebooks"" >}}Working with Jupyter notebooks{{</link>}} locally in VSCode
and many other features beyond the scope of this article.
This makes an IDE such as VSCode a good choice to install locally, rather than using the (fairly basic) editors available on JASMIN.
",https://help.jasmin.ac.uk/docs/interactive-computing/access-from-vscode#further-tips,1179,165
Troubleshooting,,https://help.jasmin.ac.uk/docs/interactive-computing/access-from-vscode#troubleshooting,0,0
Permission denied,"If you get `permission denied` when connecting, you should troubleshoot this as you would any other SSH connection.
Open a terminal within VSCode and check that your SSH key is being presented correctly. If it's not listed when you do
ssh-add -l
then:
- go back to [presenting your ssh key]({{% ref ""present-ssh-key"" %}}) and check your setup
- alternatively, [specify the location of your key]({{% ref ""#specifying-the-key-location"" %}}) as detailed above
",https://help.jasmin.ac.uk/docs/interactive-computing/access-from-vscode#permission-denied,457,72
Can't connect to a remote host that previously worked,"VSCode starts a small server process on the remote host when you connect. Occasionally this can get
stuck. One method of fixing this is to:
- quit VSCode
- from a separate SSH client terminal, log in to the **same** host
- identify any `.vscode-server` process running on that host, e.g.
ps -ef | grep $USER | grep vscode
- note the process ID (PID) number (1st numerical column) and kill that process
kill <PID>
- recursively delete the `~/.vscode-server` directory which VSCode created in your JASMIN home directory
rm -rf ~/.vscode-server
- Retry connecting to the remote host
- If that doesn't work, try rebooting your own machine, then repeating the above steps.
",https://help.jasmin.ac.uk/docs/interactive-computing/access-from-vscode#can't-connect-to-a-remote-host-that-previously-worked,668,114
Introduction,"- This service provides a graphical Linux desktop on JASMIN, ideal
for use with graphics-heavy tasks like interactive work with large images.
- The desktop environment includes a Firefox web browser which can be used to access
internal-only web resources.
Using graphical applications over a wide-area network can be very slow, and is
not recommended or supported on JASMIN. This service provides a better alternative with
graphical desktop **within** the JASMIN environment itself, rather than on the user's local machine.
A small client application, available for you to install on your local machine,
enables you to connect to specific servers within JASMIN. Graphics are then relayed to the client
application in a more efficient form, resulting in much better performance particularly if you need
to interact with what's being displayed.
The service provides an improved user experience and is strongly
recommended over standard X11 graphics.
The following servers have the NX service available and can be
used as described below. These now have **identical configuration**, so you can use any one of them from any network location.
name | notes
--- | ---
`nx1.jasmin.ac.uk` |
`nx2.jasmin.ac.uk` |
`nx3.jasmin.ac.uk` |
`nx4.jasmin.ac.uk` | (not yet converted to Rocky 9)
{.table .table-striped .w-auto}
",https://help.jasmin.ac.uk/docs/interactive-computing/graphical-linux-desktop-access-using-nx#introduction,1308,200
Notes,"- The `nx*` servers should only be used with Nomachine Enterprise Client as described below, other than for testing your connection, as this preserves system resources for their intended purpose.
- Although the graphical desktop session should persist when you close the client (unless you specifically log out), you should not rely on this feature, so please don't report this as a problem: occasionally machines run out of resources and sessions get killed. Keeping sessions open consumes resources on the server even when you're not using the session, which may mean that other users can't use the service.
",https://help.jasmin.ac.uk/docs/interactive-computing/graphical-linux-desktop-access-using-nx#notes,610,98
Installing NoMachine Enterprise Client,"Download the
{{<link ""https://www.nomachine.com/download-enterprise#NoMachine-Enterprise-Client"" >}}appropriate version of the NoMachine Enterprise Client{{</link>}}
from NoMachine.
That page contains links to several different products: 
**The only one you need to install is NoMachine Enterprise Client.**
Versions are available for Windows, Mac and Linux. You may need privileges on
your local machine in order to install the software so you may need to ask for
help from your local IT helpdesk.
Note that **Nomachine Enterprise Client** is a different application to the
""Nomachine Enterprise Desktop"" or ""Nomachine"" available from the more publicised download
links on the NoMachine website or other applications in the NoMachine suite:
the desktop edition contains additional components to enable remote access to
your **own** (local) machine from a remote location: perhaps convenient
but not what we are trying to enable for you here.
The **NoMachine Enterprise Client** is a cut-down client to which connects to a remote
server: in your case, the server is at the JASMIN end, where the desktop session will exist.
Remember to check for updates for the enterprise client to ensure you always
have the latest stable version. You can configure the application to check for
updates (and optionally apply them automatically) by going to Settings /
Updates in the menu.
",https://help.jasmin.ac.uk/docs/interactive-computing/graphical-linux-desktop-access-using-nx#installing-nomachine-enterprise-client,1373,205
Setting up your connection,"There are 2 methods of using your SSH key which should work with JASMIN, these affect how you set up the connection:
1. Specify the location of your SSH private key
2. Using your key stored in a local ssh-agent
For a simple terminal connection to JASMIN, you would follow the instructions in [presenting your ssh key]({{% ref ""present-ssh-key/#1-specifying-the-key-location-each-time"" %}}), but the NoMachine client needs you to do it a slightly different way. The same principles apply however.
Until recently, we recommended only method (1) but with the move to Rocky 9 Linux, there is a problem with this approach for Windows 11 users, yet to be resolved by the software vendor. So we have also described a method based on (2) which, although requiring careful (one-off) configuration, should also be useful if you're planning to use other applications, like VSCode to connect to JASMIN. Using this method, Windows users no longer need to create and use a reformatted version of the SSH private key.
",https://help.jasmin.ac.uk/docs/interactive-computing/graphical-linux-desktop-access-using-nx#setting-up-your-connection,1003,165
Method 1: specifying key location,"Videos for each platform (click the tab for your operating system):
{{< nav type=""tabs"" id=""tabs-create-key"" >}}
  {{< nav-item header=""Windows"" show=""true"" >}}
    {{< video id=""O2tzHD0iCYY"" >}}
Notes:
- This profile may not work currently for Windows 11 users
- Windows 10 users need may need to first [create a reformatted formatted version of private key]({{% ref ""#authentication-error-windows-users"" %}})
- Please try [Method 2]({{% ref ""#method-2-using-an-agent"" %}}) if if this does not work fully for you.
  {{< /nav-item >}}
  {{< nav-item header=""Mac"" >}}
    {{< video id=""tXSLXvdKHFE"" >}}
  {{< /nav-item >}}
  {{< nav-item header=""Linux"" >}}
    {{<video id=""b2-Ho1onU5I"">}}
  {{< /nav-item >}}
{{< /nav >}}
",https://help.jasmin.ac.uk/docs/interactive-computing/graphical-linux-desktop-access-using-nx#method-1:-specifying-key-location,722,100
Step-by-step instructions,"{{< accordion id=""accordion-create-with-key"" >}}
  {{< accordion-item header=""Step by step instructions (click to expand)"" show=""false"" >}}
  1. Open the NX client
      1. On Mac and Windows, click the NoMachine Icon
      1. On Linux, the default location for the executable once installed is `/usr/NX/bin/nxplayer`, so you may want to add this to your `$PATH`. Your desktop environment may enable you to add an icon to your desktop.
  1. In the ""Machines"" view, select ""Add""
      1. You're now in the ""Address"" tab. Type a name for this connection profile, and the full hostname, e.g. `nx1.jasmin.ac.uk`. Set the Protocol to ""SSH"", which will change the port to 22.
  1. Go to the ""Configuration"" tab.
      1. Choose **""Use key-based authentication with a key you provide""** , then click the Modify button to the right.
      1. The default is ""Use password authentication"": **don't** use this.
      1. Use the button to the right to navigate to your private key, or type the path in the box.
      1. Your private key may be in a hidden directory e.g. `~/.ssh` (see {{<link ""#cant-find-your-private-key"">}}Troubleshooting{{</link>}})
      1. For security, it is recommended NOT to ""import the private key to the connection file"" (store it in an **encrypted** password manager instead).
      1. Make sure you tick the box ""Forward Authentication"" **IMPORTANT**
  1. Go back to the ""Add connection"" dialog
      1. If all is correct, click ""Add""
  {{< /accordion-item >}}
{{</accordion>}}
Once you have created the connection profile, go to [Connecting]({{% ref ""#connecting"" %}}), below, and continue from there.
",https://help.jasmin.ac.uk/docs/interactive-computing/graphical-linux-desktop-access-using-nx#step-by-step-instructions,1621,245
Method 2: using an agent,"The alternative profile for using an agent instead, is very similar but we need to select option **""Use key-based authentication with a SSH agent""**.
Videos for each platform:
{{< nav type=""tabs"" id=""tabs-create-agent"" >}}
  {{< nav-item header=""Windows"" show=""true"" >}}
    {{< video id=""wDZKV8lIY5M"" >}}
  {{< /nav-item >}}
  {{< nav-item header=""Mac"" >}}
    {{< video id=""wBIBtBLGE1g"" >}}
  {{< /nav-item >}}
  {{< nav-item header=""Linux"" >}}
    {{<video id=""5Yrk8XrmAAE"">}}
  {{< /nav-item >}}
{{< /nav >}}
",https://help.jasmin.ac.uk/docs/interactive-computing/graphical-linux-desktop-access-using-nx#method-2:-using-an-agent,513,68
