title,contents,page_url,char_count,word_count
Access to storage,"Each sci server has:
- Access to the LOTUS `/work/scratch-pw*` and `/work/scratch-nopw2` volumes.
- Read access to the [CEDA Archive]({{< ref ""ceda-archive"" >}}) according to permissions on your CEDA account.
- Read/Write access to Group Workspaces according to membership.
",https://help.jasmin.ac.uk/docs/interactive-computing/sci-servers#access-to-storage,274,39
Tenancy Sci Analysis VMs,"This document explains how to access a tenancy-based sci machine. These are 
normally provisioned by an admin/manager representing a particular community/institution.
Check which institutions/group you belong to:
NCAS, NCEO, UKMO, RSG, ...
The admin/manager will provide you the name of the tenancy.
You can then search for it on your JASMIN accounts portal under the JASMIN
service named `Sci Analysis VMs`.
",https://help.jasmin.ac.uk/docs/interactive-computing/tenancy-sci-analysis-vms,409,61
How to request access,"**Step 1:** Find the Sci Analysis VMs under the Menu 'Discover services' at https://accounts.jasmin.ac.uk/services/
**Step 2:** Check the name of the service and the description that your supervisor
or PI recommended you to choose and click ""More information""
{{<image src=""img/docs/tenancy-sci-analysis-vms/file-EUW05EGJj3.png"" caption=""Locate the correct service"" >}}
{{<image src=""img/docs/tenancy-sci-analysis-vms/file-pyW8yyQboJ.png"" caption=""Click +Apply"" >}}
**Step 3:** Apply for `USER` role and provide details on your project and a
reference then click ""Apply""
{{<image src=""img/docs/tenancy-sci-analysis-vms/file-QyGyIDjEcM.png"" caption=""Apply for USER role"" >}}
**Step 4:** Notification
{{<image src=""img/docs/tenancy-sci-analysis-vms/file-pY8gr70WNK.png"" caption=""Status PENDING"" >}}
Once your request was approved, you will get a notification
{{<image src=""img/docs/tenancy-sci-analysis-vms/file-j2xhRrluyc.png"" caption=""Notification"" >}}
{{<image src=""img/docs/tenancy-sci-analysis-vms/file-BLPGdEfAD5.png"" caption=""Status updated to ACTIVE"" >}}
If your request was rejected, then reapply and provide further supporting
information
{{<image src=""img/docs/tenancy-sci-analysis-vms/file-un7XlTQ5JU.png"" caption=""Rejected: further info requested"" >}}
Click on the rejection notification. This will take you to the following page
where you can ""Apply again""
{{<image src=""img/docs/tenancy-sci-analysis-vms/file-jtLIeTwWez.png"" caption=""Request for further detail"" >}}
",https://help.jasmin.ac.uk/docs/interactive-computing/tenancy-sci-analysis-vms#how-to-request-access,1479,148
How to login,"The machine will not be accessible directly externally, so you need to access it via a JASMIN login machine: don't forget the -A (agent forwarding) option on your initial connection.
{{<command user=""localuser"" host=""localhost"">}}
ssh -A user@login2.jasmin.ac.uk
{{</command>}}
Access the VM using the IP address (not the hostname) of the virtual machine. Your manager should be able
to provide you with this, since they created (provisioned) the virtual machine.
{{<command user=""user"" host=""login2.jasmin.ac.uk"">}}
ssh -A user@<IP-ADDRESS-OF-VM>
{{</command>}}
",https://help.jasmin.ac.uk/docs/interactive-computing/tenancy-sci-analysis-vms#how-to-login,563,75
How to report issues,"Users should report issues to the `ADMIN` and/or `MANAGER`/`DEPUTY` of the
tenancy based SCI VM initially, rather than the JASMIN team. If the issue cannot be
resolved by the `ADMIN` and/or `MANAGER`, **they** should contact the JASMIN helpdesk. You can find the name of the current holders of the `MANAGER`/`DEPUTY` roles by going to the page which described the service on the accounts portal, as above.
",https://help.jasmin.ac.uk/docs/interactive-computing/tenancy-sci-analysis-vms#how-to-report-issues,406,66
Transfer servers,"This article lists the JASMIN data transfer servers and provides links to how
they can be used.
JASMIN provides specific servers for managing data transfers. These are:
Server  |  Purpose  |  Access requirements  |  Further information  
---|---|---|---  
`xfer1.jasmin.ac.uk` |  Virtual machine for general purpose data transfers.  |`jasmin-login` |  Visible on optical network connections from `k9.leeds.ac.uk` and some Met Office hosts.
`xfer2.jasmin.ac.uk` |  Virtual machine for general purpose data transfers.  |`jasmin-login` |  
`xfer3.jasmin.ac.uk` |  As per `xfer[12]`, but with config like `login2`for enabling access from IP addresses without fwd/rev DNS lookup.  |  `jasmin-login` AND `xfer-sp` |  Apply for additional access role access [here](https://accounts.jasmin.ac.uk/services/additional_services/xfer-sp).  See below for further specifics.  
`hpxfer1.jasmin.ac.uk` |  Physical machine for high-performance data transfers.  |  `jasmin-login` AND `hpxfer`  IP address of client  |  Tuned for UK & European network paths. Apply for additional access role access[here](https://accounts.jasmin.ac.uk/services/additional_services/hpxfer)  
`hpxfer2.jasmin.ac.uk` |  Physical machine for high-performance data transfers.  |  `jasmin-login` AND `hpxfer`. IP address of client  |  Tuned for long (intercontinental) network paths (e.g. UK - Australia). Apply for additional access role access [here](https://accounts.jasmin.ac.uk/services/additional_services/hpxfer)
`gridftp1.jasmin.ac.uk` |  Physical machine for high-performance GridFTP transfers.  |  `jasmin-login` AND `hpxfer`  IP address of client  |  No SSH login access. Apply for additional access role access [here](https://accounts.jasmin.ac.uk/services/additional_services/hpxfer) Acts as Globus Online endpoint "" [JASMIN GridFTP Server](https://www.globus.org/app/endpoints/4cc8c764-0bc1-11e6-a740-22000bf2d559/overview)""  
{.table .table-striped}
Please see further articles in the [Data Transfer category]({{< ref ""data-transfer-overview"" >}}) for details on managing your data transfers.
The standard transfer servers provide a basic and functional service for
moving small amounts of data over relatively short distances. However, the
high-performance data transfer servers shown above are also available for
those with particular requirements. Users with login accounts can [apply for
access to use the high-performance servers]({{< ref ""hpxfer-access-role"" >}}).
{{<alert type=""info"" >}}
Please make sure you use the dedicated transfer servers and not the scientific
analysis or login servers for any significant data transfers. The transfer servers have been configured to achieve the best transfer rates and will perform significantly better than other servers on jasmin, while maintaining the performance of analysis servers for interactive use by other users.
{{</alert>}}
",https://help.jasmin.ac.uk/docs/interactive-computing/transfer-servers,2858,342
Special transfer machine `xfer3.jasmin.ac.uk`,"This machine has been set up to cater for those whose network configuration
does not enable them to connect to xfer1 and xfer2 (for example because of a
lack of fwd/rev DNS lookup). A different set of access rules apply, which
enables users to access this machine but a side effect of these additional
rules is that **repeated attempts to access the machine via SSH-based
processes can result in being ""locked out""**. This may happen when attempting
the transfer of several small files in quick succession with separate SSH
connections for each. The ""xfer-sp"" access group is therefore a way of
ensuring that the users accessing this machine know to be aware of this issue
and can have their access to this machine denied if found to be causing a
problem for the machine's operation for other users.
{{<alert type=""danger"" >}}
Users are **not permitted to execute commands which require
administrative privileges.** This applies to all hosts in the managed part of
JASMIN where users have SSH login access (for example `login`, `nx-login`,
`sci`, `xfer` and `hpxfer` machines). In other words, the **use of`su` or
`sudo` is not permitted**. Please be careful when typing commands,
particularly if you have multiple terminal windows open on your own computer,
that you do not accidentally attempt `sudo`on a JASMIN machine: expect some
follow-up from the JASMIN team if you do!
{{</alert>}}
",https://help.jasmin.ac.uk/docs/interactive-computing/transfer-servers#special-transfer-machine-`xfer3.jasmin.ac.uk`,1390,228
CEDA Archive,"This article describes accessing the {{<link ""ceda_archive"">}}CEDA Archive{{</link>}} from JASMIN:
",https://help.jasmin.ac.uk/docs/long-term-archive-storage/ceda-archive,99,10
Overview,"The CEDA Archive provides direct access to thousands of atmospheric, climate
change and earth observation datasets. The Archive is directly accessible as a
file system from the shared science machines on JASMIN.
It is a separate service run by the CEDA team - it is not a JASMIN service.
Therefore, many of the links in this document will take you to the [CEDA
Archive help documentation site](https://help.ceda.ac.uk) (as the information
relates to CEDA Archive services). This is separate from the JASMIN help
documentation site (which is specifically about JASMIN services).
",https://help.jasmin.ac.uk/docs/long-term-archive-storage/ceda-archive#overview,578,90
Register for a CEDA Account,"First, you need a CEDA Archive account. If you do not have a CEDA account,
please [follow the steps in this CEDA help
document](https://help.ceda.ac.uk/article/39-ceda-account) to register as a
new CEDA user. It also explains how you can reset your password if you have
forgotten it. When you have made a CEDA account, you will then need to use the CEDA portal to [link
it to your JASMIN account](https://help.ceda.ac.uk/article/5105-linking-your-jasmin-account).
The JASMIN Account Portal deals with the management of access to JASMIN
resources (e.g. compute and storage), whereas
[MyCEDA](https://services.ceda.ac.uk/cedasite/myceda/user/) (the CEDA Accounts
Portal) deals with access to CEDA resources (e.g. access to datasets in the
archives). You will need both accounts linked in order to access CEDA Archive
data from JASMIN - you can check whether your accounts are linked from within
the [CEDA Accounts Portal](https://services-beta.ceda.ac.uk/account/jasmin/).
",https://help.jasmin.ac.uk/docs/long-term-archive-storage/ceda-archive#register-for-a-ceda-account,971,134
Accessing the CEDA Archive on JASMIN servers,"Once you have linked your CEDA and JASMIN accounts, you will have access to
large parts of the archive straightaway.
The contents of the CEDA Archive are available on the file system under `/badc`
and `/neodc`. Note: do not access data via any symlinks that point to
`/datacentre/archvol*` - these are not permanent links and may change when data
are migrated to new storage. Please use the archive path names under `/badc` and
`/neodc`. Search the [CEDA data
catalogue](https://help.ceda.ac.uk/article/137-ceda-data-catalogue) for further
details about data held in the archive.
Note: `/badc` is for atmospheric & climate model data, `/neodc` is for earth observation data - they
are named after CEDA's previous archive names (British Atmospheric Data
Centre, and the NERC Earth Observation Data Centre).
Most data on the Archive is open access - however, some datasets are
restricted. You can work this out by looking at the UNIX access groups the
data are within (see below). If your required datasets are restricted, access
to these can be obtained by applying for specific access via the data centre
(see [this article ](https://help.ceda.ac.uk/article/98-accessing-data)for more
details). If direct access is not possible the data can be obtained via
[standard FTP and web-based](https://help.ceda.ac.uk/article/99-download-data-from-ceda-archives)
access methods to the CEDA Archive and transferred to a
suitable group workspace on JASMIN. As the data centres use the same JASMIN
infrastructure the transfer rates are high.
The [CEDA Data Catalogue](https://help.ceda.ac.uk/article/137-ceda-data-catalogue) is a useful tool to find and apply for access to datasets.
",https://help.jasmin.ac.uk/docs/long-term-archive-storage/ceda-archive#accessing-the-ceda-archive-on-jasmin-servers,1673,243
Archive access groups,"The UNIX access groups used within the CEDA Archive are listed below with
links to example datasets in the CEDA data catalogue for those wishing to use
them:
- `open` Available to any logged in JASMIN user with a linked CEDA user account. See a full list of available datasets [here](https://catalogue.ceda.ac.uk/?q=&results_per_page=20&sort_by=relevance&permission=restricted).
- `cmip5_research` restricted [CMIP3](https://catalogue.ceda.ac.uk/uuid/72afa18db5988d1be0066a26e09422df) and [CMIP5 ](https://catalogue.ceda.ac.uk/?q=wcrp+cmip5&record_types=Observation&sort_by=relevance)datasets
- `esacat1` Satellite data including [MERIS](https://catalogue.ceda.ac.uk/uuid/f26559a9daeae9e6740811d3b3113716), [MIPAS](https://catalogue.ceda.ac.uk/uuid/4a9da084adf4252752e5fe77a5cfd0a9) and [SCIAMACHY](https://catalogue.ceda.ac.uk/uuid/6877f4f100d22f750b44f4c3b7ada498).
- `ecmwf` Access to the [ECMWF Operational Datasets](https://catalogue.ceda.ac.uk/uuid/c46248046f6ce34fc7660a36d9b10a71).
- `eurosat` Satellite data including [IASI](https://catalogue.ceda.ac.uk/?q=iasi&record_types=ObservationCollection&sort_by=relevance), [AVHRR-3](https://catalogue.ceda.ac.uk/?q=avhrr+3&record_types=ObservationCollection&sort_by=relevance) and [GOME-2](https://catalogue.ceda.ac.uk/?q=gome+2&record_types=ObservationCollection&sort_by=relevance).
- `ukmo_wx `  Met Office observational dataset collections including [LIDARNET](https://catalogue.ceda.ac.uk/uuid/38a6e76871fca4c58d0f831e532bff41), [MIDAS](https://catalogue.ceda.ac.uk/uuid/220a65615218d5c9cc9e4785a3234bd0), [MetDB](https://catalogue.ceda.ac.uk/uuid/8ee156b6ed41b153e85dbf02a4134513) and [NIMROD](https://catalogue.ceda.ac.uk/uuid/82adec1f896af6169112d09cc1174499)
- `ukmo_clim` Climatology datasets from the Met Office, including [Central England Temperature](https://catalogue.ceda.ac.uk/uuid/a946415f9345f6da9bf4c475c19477b6) dataset collection, [HadISST](https://catalogue.ceda.ac.uk/?q=hadisst).
- `byacl` These data have specific restrictions on them meaning that they can't be accessed directly from JASMIN, but can be obtained via FTP and web access.
",https://help.jasmin.ac.uk/docs/long-term-archive-storage/ceda-archive#archive-access-groups,2114,140
Data Licensing,"All use of data accessed directly from the CEDA Archive must be used in line
with the relevant data licence in place for the relevant dataset for the
purposes stated in the access application. Data licence information can be
found on the relevant CEDA Data Catalogue page, a link to which can be found
in the `00README_catalogue_and_licence.txt` files found in the archive. For
specific data licences granted for restricted datasets, users should log into
their MyCEDA page to view their granted licence and the associated usage
purpose under which access was granted. **Any required alternative use of the
data beyond the original purpose stated in the original licence application
can only be made with a freshly granted new licence application.**
",https://help.jasmin.ac.uk/docs/long-term-archive-storage/ceda-archive#data-licensing,750,120
Accessing data in the archive,"In the example below, the logged-in user is listing the contents of the CRU
data sets within the BADC archive. These are ""open"" so all logged-in users can
access them:
{{<command user=""user"" host=""sci1"">}}
ls -l /badc/cru/data
(out)total 320
(out)-rw-r-----  1 badc open  396 Feb 18  2015 00README
(out)drwxr-x---  8 badc open 4096 Mar 22 10:32 cru_cy
(out)drwxr-x---  4 badc open 4096 Dec  6  2014 crutem
(out)drwxr-x--- 12 badc open 4096 May  9 14:11 cru_ts
(out)drwxr-x---  3 badc open 4096 Feb 18  2015 PDSI
{{</command>}}
The {{<link ""ceda_data"">}}CEDA Archive Data Browser{{</link>}} is a good place to start as it gives a web-based view of the data with additional metadata but enables copying & pasting the directory path for use within the JASMIN environment:
{{<image src=""img/docs/ceda-archive/ceda-archive-cru.png"" caption=""ceda archive data browser"">}}
",https://help.jasmin.ac.uk/docs/long-term-archive-storage/ceda-archive#accessing-data-in-the-archive,866,128
External Access to MASS FAQ,"## Introduction
The Managed Archive Storage System (MASS) provides storage and restore services for large volumes of Met Office data. It is a service operated by the UK Met Office.
This article provides answers to MASS frequently asked questions:
Click on the link for each of the FAQs below to expand the answer.
## General
{{< accordion id=""accordion-1"" >}}
  {{< accordion-item header=""Can I use my existing MASS account"" show=""false"" >}}
    No. You need a separate MASS account for use on the Met Office internal
network (CDN), Monsoon, ECMWF HPCs, and JASMIN. With these different account
types, you can have permission to access different datasets specific to these
computing environments.
  {{< /accordion-item >}}
  {{< accordion-item header=""How do I use MOOSE?"" >}}
    Please see the [MOOSE User Guide here]({{< ref ""moose-the-mass-client-user-guide"" >}})
  {{< /accordion-item >}}
  {{< accordion-item header=""Will my account expire?"" >}}
Yes. By default, MASS via JASMIN accounts will expire after 500 days and your
account will be automatically disabled.
Shortly before your account is due to expire you will receive an email, and it
will contain instructions for you and your sponsor about how to extend your
access. If your account has already expired and you are looking to reactive
it, please email: [Monsoon@metoffice.gov.uk](mailto:Monsoon@metoffice.gov.uk)
  {{< /accordion-item >}}
  {{< accordion-item header=""Why am I asked for a password when logging in to mass-cli?"" >}}
    There are two reasons that may result in you being prompted for a password
when attempting to login to the MASS client machine (mass-cli.jasmin.ac.uk).
The first is if you do not have permission to access the machine. A quick
method to check is to verify if you are a member of the `moose` user group. It
should be listed when you use the ‘groups’ command:
[login1]$ groups
moose
If this happens, please contact:
[Monsoon@metoffice.gov.uk](mailto:Monsoon@metoffice.gov.uk)
The second is if you forget the `-A` option for agent forwarind when you ssh to a JASMIN login
node. You can test for this condition by listing loaded identities on the
login node, and finding you have none:
[login1]$ ssh-add -l
Could not open a connection to your authentication agent.
If this happens, please exit back to your local machine and ssh in again using
the `-A` flag or tick the relevant box for ""agent forwarding"".
  {{< /accordion-item >}}
  {{< accordion-item header=""How can I directly login to the MASS client machine?"" >}}
    You can't, but you can edit your ssh configuration so that it automatically enables
you to jump through the intermediary login servers.
Add the following to your home institute ssh config file ($HOME/.ssh/config
file):
Host mass-cli 
    User your_jasmin_userid 
    HostName mass-cli.jasmin.ac.uk
    ProxyCommand ssh -YA -t your_jasmin_userid@login1.jasmin.ac.uk -W %h:%p 2>/dev/null
You should then be able to login directly using:
$ ssh mass-cli
Please note that this only works if you are using **OpenSSH version 5.4** or
greater as earlier versions do not support the `-W` flag. You can check your
version using: `ssh -v`
  {{< /accordion-item >}}
{{< /accordion >}}
## MOOSE messages and what to do
{{< accordion id=""accordion-2"" >}}
  {{< accordion-item header=""Is this process running in the correct environment?"" show=""false"" >}}
    When running 'moo install' you may get an error message similar to:
Cannot read file: /home/user/<userid>/.moosedir/moose     
- is this process running in the correct environment?
This can be the result of the wrong combination of Unix user-id and UID having
been used to encrypt the credentials file. If you encounter this error
message, please type `id` on the command line whilst logged into JASMIN, and
send the `uid=` section of the output to:
[Monsoon@metoffice.gov.uk](mailto:Monsoon@metoffice.gov.uk)
Your credentials file will then be reissued.
    {{</accordion-item>}}
    {{<accordion-item header=""Your password is due to expire in X day(s)."">}}
Occasionally on running a MOOSE command you will be told that your password is
due to expire with a message of the form:
    Your password is due to expire in 6 day(s).   
    A new password can be generated using 'moo passwd -r'.
This refers specifically to your MASS via JASMIN, it does not affect any other
MOOSE accounts you may have.
You need to run the command as advised in order to update your credentials
whilst you are logged into mass-cli. You do not actually need to provide a new
password, as this is generated and hidden from you by the command.
If you have a retrieval in progress, it is safe to run this command as it will
not affect processes already running.
    {{</accordion-item>}}
    {{< accordion-item header=""ERROR_SINGLE_COPY_UNAVAILABLE"" >}}
MOOSE - Single Copy Unavailable error
On occasion, a tape library needs to be taken down for maintenance. If a user is trying to retrieve a single-copy file stored on one of those tapes, the retrieval will temporarily fail with the message `ERROR_SINGLE_COPY_UNAVAILABLE`. As soon as the maintenance is completed, the file will be available again.
Tapes are taken out of MASS for copying to the new MASS system and become unavailable for roughly 14 days. The process is as follows:
- Thursday (week one): Tapes are marked unavailable for indexing by the system.
- Tuesday (week two): Tapes get taken out for copying to the new MASS system.
- Following Thursday (week three): Tapes are returned to Met Office library and should be available again.
So, if you find that data or files are unavailable due to the `ERROR_SINGLE_COPY_UNAVAILABLE` error, try reading the data again on Friday, and if still not available, try the following Friday when the migration should have completed.
    {{< /accordion-item >}}
{{< /accordion >}}
## MOOSE basics
{{< accordion id=""accordion-3"" >}}
  {{< accordion-item header=""What is MOOSE?"" >}}
    The software that allows you to interact with MASS.
  {{< /accordion-item >}}
  {{< accordion-item header=""What is a project?"" >}}
    A collection of access rules.
  {{< /accordion-item >}}
  {{< accordion-item header=""What is an access rule?"" >}}
    Permission to access an area in MASS. For example, project-random might have
an access rule to moose:/crum/random-numbers
Being part of project-random would allow you to access the random-numbers set.
  {{< /accordion-item >}}
    {{< accordion-item header=""How do I see what projects I am a member of?"" >}}
    You can use: `moo prls`
  {{< /accordion-item >}}
    {{< accordion-item header=""How do I see what access rules a project has?"" >}}
    You can use: `moo projinfo -l projectname` (Replace _projectname_ with the name of one of your projects)
  {{< /accordion-item >}}
  {{< accordion-item header=""How do I get access to a project, or add an access rule to one of my projects?"" >}}
Please contact your sponsor. They can then complete this form if they also
agree you require access:
https://metoffice.service-now.com/sp?id=sc_cat_item&sys_id=5653331e1bbaf0d88ffa422ad34bcba0&referrer=recent_items
Please note that the link above is only visible to those in the Met Office.
  {{< /accordion-item >}}
      {{< accordion-item header=""Why can I not access a set that I know is part of a project?"" >}}
    If you are given access to a project but do not have access to all the sets
associated with it, this can be due to the Access Control Lists (ACLs).
The project owner will be able to change the ACLs on sets to make them
readable if it is appropriate.
      {{< /accordion-item >}}
  {{< accordion-item header=""How do I retrieve a file from MASS?"" >}}
Use `moo get` or `moo select`. More information about both commands is in the
[MOOSE User Guide]({{< ref ""moose-the-mass-client-user-guide"" >}}).
  {{< /accordion-item >}}
    {{< accordion-item header=""How do I make sure my directory has all the available data retrieved from MASS?"" >}}
**The problem:** You are running a model over a period of several days or weeks,
and you need to analyse the output of the model as it runs. You have a moo get
or moo select command that you run to fetch the data that is available. You
want to be able to re-run it to fetch the files or fields that have been added
to MASS since you last ran the command, but you do not want it to waste time
re-fetching things you already have.
**The solution:** Use the -i or --fill-gaps option when you run moo get or moo
select. This option tells MOOSE that you only want to fetch files that don't
already exist in the specified local directory. Note that MASS works out where
gaps are by doing checks to see if files of the expected name exist in your
destination directory, so it won't behave correctly if you rename files after
you have retrieved them, or if you use the -C option with moo select which
condenses all the matching fields into a single file.
You might also find the `-g` / `--get-if-available` option to moo get useful. This
tells MOOSE to get every file from your moo get list that is available, but
ignore ones that are not there rather than exit with an error. This could help
if you are expecting files to be archived at some point but are not sure
whether they will be there when your job runs. If you use this option MOOSE
will get as much as it can from your list without bailing out.
  {{< /accordion-item >}}
    {{< accordion-item header=""How can I script my data retrieval from MASS?"" >}}
There are restrictions on how to login to JASMIN and use of Linux utilities
such as ‘cron’ and ‘at’ but it is possible to remotely initiate a retrieval
from MASS on to JASMIN, provided you have your ssh agent running on a machine
local to you.
eval $(ssh-agent -s)
ssh-add ~/.ssh/jasmin_id_rsa 
ssh -A -X sci1.jasmin.ac.uk 'ssh mass-cli my_script.sh'
If you have set up your $HOME/.ssh/config to allow more direct access, then
the following should work:
ssh mass-cli my_script.sh
This will run the script “my_script.sh” on the MASS client VM. You can put the
moose retrieval commands into a script and it should work:
#!/bin/bash 
SRC_URI=moose:/opfc/atm/global/SOMETHING
moo get $SRC_URI jasmin_copy.pp 
exit
If you have access to an appropriate JASMIN workspace, then you can scp data
from the workspace directly through one of the dedicated data transfer VMs.
Again, you need the ssh-agent running locally:
eval $(ssh-agent -s)
ssh-add ~/.ssh/jasmin_id_rsa 
scp userid@xfer1.jasmin.ac.uk:/group_workspaces/cems/<project>/jasmin_file.pp my_local_copy.pp
  {{< /accordion-item >}}
  {{< accordion-item header=""Can I run MASS retrievals on LOTUS or through a workload manager?"" >}}
In addition to the interactive mass-cli server there is also the moose1 server
that is only accessible through the {{<link ""../batch-computing/lotus-overview"">}}LOTUS batch processing cluster{{</link>}}. To submit jobs to moose1 you must use the [SLURM scheduler]({{< ref
""slurm-scheduler-overview"" >}}). You will need to specify the account
mass and partition mass, for example:
 sbatch -A mass -p mass [<options>] <jobscript>
where \<jobscript\> looks something like:
#!/bin/bash 
SRC_URI=moose:/opfc/atm/global/SOMETHING
moo get $SRC_URI jasmin_copy.pp 
exit
It is also easy to configure the [Rose/Cylc workflow manager]({{< ref ""rose-cylc-on-jasmin"" >}}) to submit jobs to moose1 through the SLURM scheduler by
including the following lines in your suite.rc file:
[[[job submission]]]
    method = slurm
[[[directives]]]
    --partition=mass
    --account=mass
[<options>]
  {{< /accordion-item >}}
{{< /accordion >}}
",https://help.jasmin.ac.uk/docs/mass/external-access-to-mass-faq,11537,1783
Introduction,"To access data held in the Met Office MASS archive, you will need:
- a sponsor 
- access to the mass-cli1 client machine
- a MASS account 
Your sponsor will need to be a **Senior Met Office Scientist** with whom you
are working on a collaborative research project. If you are a Met Office
employee, your sponsor will be your manager.
Note: The following instructions also assume you already have a **JASMIN login
account** and the **jasmin-login** service. If you do not, please follow steps
1-4 [here]({{< ref ""get-started-with-jasmin"" >}}).
",https://help.jasmin.ac.uk/docs/mass/how-to-apply-for-mass-access#introduction,543,90
Step One - Sponsor Form,"Ask your sponsor to:
  1. [Complete the sponsor form](https://metoffice.service-now.com/sp?id=sc_cat_item&sys_id=f00fb9d4dbd06b404690fe9b0c9619a6)
Please note that the link above is only visible to those in the Met Office.
The following information will be asked for, so please provide your sponsor
with any details they may not have:
- Your full name
- Your official email address
- Your organization's name
- Your department name
- The host country of your organization
- A list of MASS projects and/or data sets that you need access to. A full MOOSE dataset path is required, and your sponsor should help you determine this.
- Your JASMIN username
- Your JASMIN user ID number (UID). You can get this by typing echo $UID at the terminal on any JASMIN machine.
The information you provide to the Met Office will be treated in accordance
with the [Met Office Privacy Policy](https://www.metoffice.gov.uk/about-
us/legal/privacy), and your use of the service will be subject to the [Terms
and Conditions of Use](https://metoffice.github.io/JASMIN-MASS-
access/Terms_and_Conditions.html) for the service.
",https://help.jasmin.ac.uk/docs/mass/how-to-apply-for-mass-access#step-one---sponsor-form,1104,162
Step Two - Access to mass-cli1,"  1. Sign into your JASMIN account
  1. Select ‘JASMIN Services’
  1. Select ‘Additional Services’
  1. Next to ‘mass’ click ‘More information’ 
  1. Select ‘Apply for access’
  1. Within the request, please name your sponsor
The direct link is:
<https://accounts.jasmin.ac.uk/services/additional_services/mass/>
",https://help.jasmin.ac.uk/docs/mass/how-to-apply-for-mass-access#step-two---access-to-mass-cli1,313,39
Step Three - MASS account,"When steps one and two are complete, you will be provided with a specific MASS account to
use on JASMIN and emailed a MOOSE credentials file. Please see [Setting up
your JASMIN account for access to MASS]({{< ref ""setting-up-your-jasmin-account-for-access-to-mass"" >}}) once you have received the credentials file.
Note: If you have access to MASS on other systems you cannot copy those MOOSE
credentials file/s onto JASMIN – they will not work! Please also see the
[External Users’ MOOSE Guide]({{< ref ""moose-the-mass-client-user-guide"" >}})
for what MOOSE commands are available on JASMIN.
",https://help.jasmin.ac.uk/docs/mass/how-to-apply-for-mass-access#step-three---mass-account,593,90
Setting up your JASMIN account for access to MASS,"The following notes are written assuming you are using a Linux machine in your
home institution, that you have [applied for a new MASS account]({{< ref ""how-to-apply-for-mass-access"" >}}), and that you have received an email from the
Met Office Storage Team with your new MASS credentials file attached.
",https://help.jasmin.ac.uk/docs/mass/setting-up-your-jasmin-account-for-access-to-mass,304,48
Load your SSH key,"Start an ssh-agent on your home institution machine, load your private key, and enter your passphrase when requested.
{{<command user=""localuser"" host=""localhost"">}}
eval $(ssh-agent -s)
ssh-add ~/.ssh/id_rsa_jasmin
(out)Enter passphrase for ~/.ssh/id_rsa_jasmin:
{{</command>}}
**Note:** it's a good idea to keep your private keys for different systems
separated, so you may want to keep your private key for JASMIN in a separate
file, just move the one created during the process described above to a new
sensible location such as ~/.ssh/jasmin_id_rsa.
",https://help.jasmin.ac.uk/docs/mass/setting-up-your-jasmin-account-for-access-to-mass#load-your-ssh-key,555,78
Test login to the JASMIN login node,"**Note:** that the `-A` in the first ssh command is mandatory to enable access
to the client VM, the `-X` enables X11 forwarding and is optional.
{{<command user=""localuser"" host=""localhost"">}}
ssh -A -X <userid>@login1.jasmin.ac.uk
{{</command>}}
",https://help.jasmin.ac.uk/docs/mass/setting-up-your-jasmin-account-for-access-to-mass#test-login-to-the-jasmin-login-node,248,34
3\. Test login to the MASS client host,"From the login machine, you can then login to the MASS client host.
**Note:** If you are prompted for a password at this stage, then you have
either not requested additional access to the dedicated client machine, or
access hasn't been approved yet, email the Met Office Service Manager
[monsoon@metoffice.gov.uk](mailto:monsoon@metoffice.gov.uk), to verify that
approval has been granted. Allow a couple of days for this process to happen
after submitting your request for access to the VM.
{{<command user=""user"" host=""login1"">}}
ssh -X <userid>@mass-cli.jasmin.ac.uk
{{</command>}}
{{<command user=""user"" host=""mass-cli"">}}
echo ""Hello World""
(out)Hello World
exit
{{</command>}}
{{<command user=""user"" host=""login1"">}}
exit
{{</command>}}
{{<command user=""localuser"" host=""localhost"">}}
",https://help.jasmin.ac.uk/docs/mass/setting-up-your-jasmin-account-for-access-to-mass#3\.-test-login-to-the-mass-client-host,791,101
back on your local machine,"{{</command>}}
",https://help.jasmin.ac.uk/docs/mass/setting-up-your-jasmin-account-for-access-to-mass#back-on-your-local-machine,15,1
